t,T1Tx,T1Ty,T1Tz,T1Rx,T1Ry,T1Rz,T1Error,T2Tx,T2Ty,T2Tz,T2Rx,T2Ry,T2Rz,T2Error,T3Tx,T3Ty,T3Tz,T3Rx,T3Ry,T3Rz,T3Error,T4Tx,T4Ty,T4Tz,T4Rx,T4Ry,T4Rz,T4Error,T5Tx,T5Ty,T5Tz,T5Rx,T5Ry,T5Rz,T5Error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¶ZÂ÷,³t²v,±×²v
3.806655,0.325508,-0.08270019,-6.947632,0.001078695,0.7238171,-0.007451105,0,-0.6249241,-0.07048494,-6.863279,0.002280682,0.7220755,0.02276103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.938315,0.3254687,-0.0828442,-6.947681,0.001113892,0.7239256,-0.007364847,0,-0.625097,-0.07048249,-6.863615,0.002289027,0.7221087,0.02271919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.01004,0.3255888,-0.08291781,-6.947698,0.001089901,0.7238792,-0.00739865,0,-0.624982,-0.07047564,-6.863523,0.002337456,0.7221847,0.02266968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.124244,0.3248387,-0.08403176,-6.947822,0.001169652,0.7239734,-0.007163143,0,-0.6249218,-0.07052785,-6.863577,0.002291769,0.7221299,0.02266661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.20916,0.3248027,-0.08440757,-6.947754,0.001113862,0.7239357,-0.007005617,0,-0.6247662,-0.07031673,-6.863276,0.002206951,0.7221966,0.0226165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.321137,0.3250127,-0.08337998,-6.947681,0.001063883,0.7238874,-0.007142237,0,-0.6248877,-0.07059318,-6.863669,0.002182007,0.7221442,0.02277521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.409849,0.3248387,-0.08353198,-6.947769,0.001135349,0.7239107,-0.007232887,0,-0.6251047,-0.07049763,-6.863698,0.002223134,0.7221851,0.02273032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.520937,0.3248548,-0.08347893,-6.947662,0.001111746,0.7239481,-0.007321091,0,-0.6252881,-0.07039458,-6.863792,0.002203614,0.7221575,0.02271776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.609829,0.3250051,-0.08377141,-6.947631,0.001116663,0.7238542,-0.007151944,0,-0.6252824,-0.07041186,-6.863433,0.002120256,0.7221318,0.02288081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.710182,0.3249114,-0.0837568,-6.947512,0.000932455,0.7238495,-0.007323124,0,-0.6250855,-0.07064527,-6.863462,0.002221584,0.7220975,0.0227132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.80876,0.3251387,-0.08345509,-6.947327,0.000919193,0.723907,-0.007229687,0,-0.624831,-0.07067573,-6.863491,0.002216399,0.7221889,0.02269332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.90644,0.3250028,-0.08307987,-6.947259,0.000868022,0.7239804,-0.007306458,0,-0.6247,-0.07088971,-6.863622,0.002200693,0.7221572,0.02268676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.009312,0.3247931,-0.08284378,-6.947414,0.000934988,0.7239174,-0.007368091,0,-0.6250368,-0.07064635,-6.863642,0.002234936,0.7221937,0.02277392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.103833,0.3247588,-0.08268166,-6.947507,0.000926971,0.7239555,-0.007341633,0,-0.6252258,-0.0707283,-6.863369,0.002202153,0.7222618,0.02268908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.20863,0.324958,-0.08342117,-6.947434,0.001016349,0.7241229,-0.007242572,0,-0.6256263,-0.07078922,-6.863575,0.002165258,0.7222618,0.02275536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.308758,0.3250733,-0.08342618,-6.947505,0.000965327,0.7240965,-0.007216822,0,-0.6251044,-0.07012886,-6.863529,0.002372801,0.7221696,0.02264561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.403772,0.3248382,-0.08362657,-6.947388,0.001011252,0.7240909,-0.007248816,0,-0.62519,-0.0701676,-6.863381,0.002446592,0.722147,0.02263988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.51839,0.3248565,-0.08386129,-6.947419,0.000986755,0.7240939,-0.007264975,0,-0.6254218,-0.07065141,-6.863484,0.002322048,0.7220585,0.02270571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.608551,0.3249552,-0.08369642,-6.947439,0.001075357,0.7240603,-0.007208023,0,-0.6254466,-0.07075834,-6.863547,0.002259612,0.7220703,0.02264686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.705473,0.3249362,-0.08367169,-6.94754,0.001142025,0.7240247,-0.00715748,0,-0.625316,-0.07074076,-6.863555,0.002302945,0.7220852,0.02256178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.800766,0.324863,-0.08347154,-6.947498,0.001136154,0.7240381,-0.007178799,0,-0.6249243,-0.07110685,-6.863713,0.002259552,0.722024,0.02260525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.903614,0.3250272,-0.08344918,-6.947482,0.001225799,0.7241148,-0.007248403,0,-0.6249989,-0.07077813,-6.863807,0.002201617,0.7221937,0.02270555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.009317,0.3249317,-0.08360463,-6.947546,0.001173437,0.7240059,-0.007153471,0,-0.6245368,-0.07096958,-6.863951,0.002148092,0.7222227,0.02266232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.106651,0.3249203,-0.08351815,-6.947431,0.001181632,0.7240473,-0.007168699,0,-0.62442,-0.0707103,-6.863701,0.002257288,0.7222073,0.02303666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.208224,0.3249844,-0.08354914,-6.947668,0.001188517,0.7240149,-0.007076846,0,-0.6244529,-0.07078278,-6.863886,0.002117127,0.7221357,0.02317263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.319604,0.3248728,-0.08365726,-6.947637,0.001148432,0.7239681,-0.007104938,0,-0.624355,-0.07070565,-6.864015,0.002325743,0.7221677,0.02314063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.408546,0.325018,-0.08351427,-6.947591,0.001086712,0.7239718,-0.007154434,0,-0.6244949,-0.07067233,-6.863953,0.002240688,0.722103,0.02311173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.520076,0.3249011,-0.08337057,-6.947515,0.001100302,0.7239258,-0.007317266,0,-0.6246604,-0.07052428,-6.863908,0.002345741,0.7220441,0.02309467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.610181,0.3250366,-0.08343476,-6.947558,0.001110166,0.7239499,-0.007228494,0,-0.6244144,-0.07054287,-6.863844,0.00217557,0.7221802,0.02313459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.719447,0.3250045,-0.08340341,-6.947461,0.000956357,0.723985,-0.007334727,0,-0.6244764,-0.0709852,-6.863479,0.001939446,0.722236,0.02304969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.803654,0.3248229,-0.08344829,-6.947492,0.001021087,0.7239412,-0.007358114,0,-0.6245564,-0.07082188,-6.863481,0.001967221,0.7221962,0.02309427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.920033,0.3248827,-0.08356631,-6.947524,0.001003981,0.7239441,-0.007361317,0,-0.6248214,-0.0706107,-6.863495,0.002072006,0.7221667,0.02317641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.004642,0.324994,-0.0837118,-6.947604,0.000994295,0.7239411,-0.007291296,0,-0.6246263,-0.07078469,-6.863503,0.001972139,0.722186,0.02301788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.103393,0.3251349,-0.08360404,-6.9475,0.001010001,0.7239051,-0.007291777,0,-0.6247163,-0.0707382,-6.863588,0.002068728,0.7221953,0.02299274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.208011,0.3249679,-0.08350849,-6.947631,0.001086682,0.7239561,-0.007346554,0,-0.6245483,-0.07093573,-6.863547,0.002059579,0.7221954,0.02295347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.307799,0.324919,-0.0835095,-6.947636,0.001042485,0.7239484,-0.007325394,0,-0.6247159,-0.07086319,-6.863435,0.002103835,0.7221473,0.02288054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.406477,0.3248852,-0.08336002,-6.947461,0.00112465,0.7240143,-0.007301306,0,-0.6248419,-0.07082814,-6.863805,0.002132446,0.7221109,0.02291925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.507765,0.3247709,-0.08350289,-6.947264,0.001187682,0.7240191,-0.007259064,0,-0.625223,-0.07084113,-6.863667,0.002186239,0.7221375,0.02278679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.607584,0.3251169,-0.08348572,-6.947443,0.001061082,0.7239823,-0.007226659,0,-0.6250356,-0.07042474,-6.863517,0.002206087,0.7221439,0.02281195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.710458,0.3249488,-0.08326405,-6.947535,0.001209915,0.723996,-0.00729709,0,-0.6248906,-0.07044554,-6.863535,0.002127647,0.7221862,0.02271042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.802229,0.3251347,-0.08347392,-6.947509,0.001150548,0.7239617,-0.007238359,0,-0.6249007,-0.07040495,-6.86378,0.002387315,0.7221668,0.02292233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.902674,0.3249864,-0.08356428,-6.947483,0.001131475,0.7240348,-0.00728605,0,-0.6250584,-0.07048434,-6.863597,0.002249956,0.7221699,0.02279553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
